wp,name,location,type,state,size,difficulty,terrain,favorites,hidden,author,attributes,mx,my
GC6BA6Q,Mestska elektrarna Brno / Municipal Power Station,"49 11m 46.788s N, 16 37m 24.348s E",traditional,True,small,1.0,1.0,6,2016-02-13,bajinek,"{'onehour': True, 'available': True, 'wheelchair': True, 'stroller': True, 'parkngrab': True}",0.4816500000000193,0.5594516129032209
GC67DE5,Slevarna Vankovka,"49 11m 23.532s N, 16 36m 54.828s E",traditional,True,small,2.5,1.5,894,2015-11-26,Gisbourne,"{'available': True, 'winter': True, 'parking': True, 'bicycles': True, 'stroller': True, 'food': True, 'firstaid': True}",0.449349999999998,0.5329999999999996
GC4AQT4,Mahenka v Brne - BONUS,"49 11m 35.772s N, 16 35m 54.528s E",mystery,True,large,3.0,1.0,124,2013-02-06,Parisee,"{'winter': True, 'frontyard': True, 'public': True, 'firstaid': True, 'wheelchair': True, 'stealth': True, 'kids': True, 'stroller': True}",0.4663499999999942,0.47896774193547803
GC15NWA,Svratecky nahon 6 - Male Benatky,"49 11m 20.472s N, 16 36m 32.94s E",traditional,True,micro,2.0,1.0,6,2007-09-04,"l3mur, adopted by vulpo","{'wheelchair': True, 'winter': True, 'firstaid': True, 'parking': True, 'onehour': True, 'stroller': True, 'dogs': True, 'bicycles': True}",0.4450999999999989,0.5133870967741909
GCKM8P,Brnensky Wilson,"49 12m 26.388s N, 16 36m 58.14s E",multicache,True,regular,2.0,1.5,15,2004-09-20,dape team,{'firstaid': True},0.5366499999999989,0.5359677419354857
GC3NW5R,Česká geologická služba Brno,"49 11m 25.08s N, 16 36m 9.54s E",earthcache,True,other,2.5,1.0,31,2012-06-19,Arne1,"{'snowmobiles': False, 'campfires': False, 'horses': False, 'motorcycles': True, 'bicycles': True, 'public': True, 'parking': True, 'wheelchair': True, 'food': True, 'parkngrab': True, 'stroller': True, 'onehour': True, 'dogs': True}",0.4515000000000054,0.4924193548387102
GC84D55,Grilovačka,"49 12m 28.8s N, 16 36m 24.012s E",event,True,other,1.0,1.0,0,2019-04-24,AVNK,{'wheelchair': True},0.5399999999999965,0.5053870967741958
GC15NXC,Svratecky nahon 5 - ulice Vodni,"49 11m 23.172s N, 16 36m 12.6s E",traditional,True,micro,1.0,1.5,1,2007-09-04,"l3mur, adopted by vulpo","{'bicycles': True, 'winter': True, 'night': True, 'available': True, 'firstaid': True, 'public': True, 'parking': True, 'onehour': True, 'kids': True, 'dogs': True, 'stealth': True}",0.44885000000001685,0.4951612903225805
GC140G6,Metalheads,"49 12m 9.072s N, 16 35m 46.248s E",mystery,True,micro,3.5,2.0,12,2007-06-30,darkMS,"{'wheelchair': False, 'dogs': True, 'available': True, 'winter': True, 'parking': True, 'public': True, 'bicycles': True, 'stealth': True}",0.5126000000000028,0.47154838709677427
GC7JN6P,Archeo 01 - Brnensky saman,"49 12m 7.848s N, 16 37m 29.1s E",mystery,True,micro,2.0,2.5,4,2018-02-22,Archeologicky geocaching,"{'dogs': True, 'available': True, 'night': True, 'winter': True, 'bicycles': True, 'motorcycles': True, 'stealth': True, 'stroller': True, 'parkngrab': True}",0.5108999999999961,0.5637096774193492
GC751E8,Propad na Pekarske,"49 11m 29.58s N, 16 35m 55.572s E",traditional,True,micro,2.0,1.0,10,2017-05-05,p.sali,"{'kids': True, 'available': True, 'winter': True, 'wheelchair': True, 'public': True, 'stealth': True}",0.4577499999999999,0.47990322580645617
GC35FV5,PIVOVARY BRNENSKA II - Pivovar A.s. Moravia,"49 12m 28.548s N, 16 36m 10.872s E",mystery,True,micro,2.5,1.5,16,2011-11-03,safarici,"{'dogs': True, 'kids': True, 'stealth': True, 'hike_short': True}",0.539649999999992,0.49361290322580764
GC3NY3E,PIVOVARY BRNENSKA IX - Pivovar J. a E. Brauner,"49 11m 31.488s N, 16 35m 50.028s E",mystery,True,micro,1.5,1.5,18,2013-04-24,safarici,"{'winter': False, 'dogs': True, 'kids': True, 'onehour': True, 'stealth': True, 'stroller': True, 'hike_short': True}",0.46039999999998843,0.4749354838709656
GC4MBNE,Botanicka zahrada PrF MU Brno,"49 12m 15.84s N, 16 35m 46.752s E",mystery,True,small,2.0,2.0,13,2013-09-01,Geo JAVA,"{'dogs': False, 'available': False, 'bicycles': False, 'fee': True, 'kids': True, 'onehour': True, 'parking': True, 'public': True, 'restrooms': True, 'stroller': True, 'hike_short': True}",0.5220000000000025,0.4719999999999944
GC7B7NW,Botanická zahrada Brno,"49 12m 16.02s N, 16 35m 46.788s E",virtual,True,virtual,1.5,1.5,23,2017-08-24,Glum2,"{'kids': True, 'stroller': True, 'touristok': True}",0.5222500000000108,0.47203225806452076
GC17X89,Divide et impera,"49 12m 18s N, 16 35m 48.012s E",mystery,True,micro,3.0,1.5,50,2007-12-12,Hobako,"{'bicycles': True, 'winter': True, 'available': True, 'public': True, 'parking': True, 'onehour': True, 'stealth': True, 'stroller': True, 'dogs': True}",0.5249999999999956,0.473129032258062
GC3CWWK,Cesta do historie Země / Travel to Earth's history,"49 12m 19.368s N, 16 35m 49.128s E",earthcache,True,other,2.5,1.5,54,2014-10-01,puczmeloun,"{'night': False, 'available': False, 'parkngrab': False, 'stealth': True, 'public': True, 'onehour': True, 'kids': True, 'hike_short': True}",0.5268999999999947,0.4741290322580585
GC7GT70,Liny kacer ikonky (challenge)/ Lazy cacher - icons,"49 11m 20.94s N, 16 37m 10.272s E",mystery,True,micro,4.0,1.0,21,2018-01-05,Geosebik,"{'dogs': True, 'available': True, 'winter': True, 'wheelchair': True, 'parking': True, 'public': True, 'bicycles': True, 'stealth': True, 'stroller': True, 'parkngrab': True, 'food': True, 'touristok': True}",0.44574999999999204,0.5468387096774222
GC74PT3,Skolsky komplex na Mendlaku,"49 11m 29.652s N, 16 35m 48.588s E",traditional,True,micro,1.0,1.0,4,2017-05-03,Biac,"{'dogs': True, 'available': True, 'wheelchair': True, 'parking': True, 'public': True, 'bicycles': True, 'motorcycles': True, 'quads': True, 'stroller': True, 'food': True, 'firstaid': True}",0.4578499999999961,0.47364516129032347
GC7YWKB,AGT 104: Prameny Zeme,"49 12m 16.02s N, 16 35m 44.52s E",earthcache,True,other,2.0,1.0,8,2018-10-10,Alke04,"{'kids': True, 'onehour': True, 'wheelchair': True, 'public': True, 'stroller': True, 'touristok': True}",0.5222500000000108,0.47000000000000136
GC7M50X,Schreberovy zahradky,"49 12m 24.912s N, 16 37m 19.92s E",traditional,True,micro,1.5,2.0,37,2018-03-27,3+1Mimoni,"{'wheelchair': False, 'dogs': True, 'available': True, 'parking': True, 'public': True, 'phone': True, 'bicycles': True, 'thorn': True, 'stealth': True, 'parkngrab': True}",0.5345999999999876,0.5554838709677383
GC6KTAQ,Tři,"49 12m 33.84s N, 16 36m 14.76s E",mystery,True,micro,4.0,1.5,4,2016-06-15,Arne1,"{'parkngrab': False, 'available': True, 'winter': True}",0.5470000000000158,0.4970967741935437
GC4748P,PIVOVARY BRNENSKA XX - „Blazovicky“ pivovar,"49 11m 22.56s N, 16 35m 57.012s E",mystery,True,micro,2.5,1.0,3,2013-03-09,safarici,"{'dogs': True, 'onehour': True, 'available': True, 'winter': True, 'wheelchair': True, 'stealth': True, 'stroller': True, 'hike_short': True, 'seasonal': True}",0.44799999999999573,0.4811935483870983
GC2NAK1,AK - 4,"49 12m 13.788s N, 16 37m 34.32s E",mystery,True,other,4.5,1.0,141,2011-02-06,alchymist,"{'bicycles': True, 'available': True, 'phone': True, 'public': True, 'parking': True, 'wheelchair': True, 'danger': True}",0.5191500000000215,0.5683870967741941
GC5VWJJ,Kravi hora,"49 12m 1.368s N, 16 35m 34.08s E",earthcache,True,other,2.0,2.0,11,2015-05-19,black777jack,"{'dogs': True, 'kids': True, 'bicycles': True}",0.5019000000000169,0.4606451612903229
GC849WA,3. vítání jara,"49 11m 54.708s N, 16 37m 43.392s E",event,True,other,1.0,1.0,0,2019-04-08,Verunka_33,"{'dogs': True, 'kids': True, 'onehour': True, 'wheelchair': True, 'parking': True, 'public': True, 'stroller': True}",0.49264999999999387,0.5765161290322602
GC3AWGQ,Kosticky pro nejmensi deticky,"49 12m 22.212s N, 16 37m 28.2s E",mystery,True,regular,2.0,2.5,37,2012-01-21,nesvadbici,"{'motorcycles': False, 'quads': False, 'jeeps': False, 'dogs': True, 'kids': True, 'available': True, 'ticks': True, 'bicycles': True}",0.5308500000000052,0.5629032258064536
GC43RQM,PIVOVARY BRNENSKA XII - Pivovar Tumu - Novopramen,"49 12m 35.172s N, 16 36m 14.652s E",mystery,True,micro,2.5,1.5,10,2013-01-05,safarici,"{'dogs': True, 'available': True, 'winter': True, 'parking': True, 'public': True, 'bicycles': True, 'motorcycles': True, 'stealth': True, 'stroller': True, 'hike_short': True, 'seasonal': True}",0.5488499999999991,0.496999999999999
GC83MY2,Kralovna Eliska ver. 2,"49 11m 31.2s N, 16 35m 41.82s E",multicache,True,other,3.0,1.5,0,2019-02-17,Pomejanci,"{'dogs': True, 'kids': True, 'onehour': True, 'available': True, 'winter': True, 'bicycles': True, 'motorcycles': True, 'parking': True, 'public': True, 'stroller': True, 'hike_short': True, 'food': True}",0.4600000000000036,0.4675806451612916
GC5J9RC,Po stopach filmu - II. 2Bobule,"49 11m 44.952s N, 16 37m 43.068s E",traditional,True,micro,1.5,2.5,0,2014-12-26,Petule246 > Opička69 > Matalovi > Zdeny110,"{'night': False, 'water': False, 'picnic': False, 'dogs': True, 'kids': True, 'available': True, 'winter': True, 'parking': True, 'public': True, 'bicycles': True, 'stealth': True, 'stroller': True}",0.4790999999999914,0.5762258064516146
GC73CE4,Legenda v Luzankach / Legend Luzanky,"49 12m 39.132s N, 16 36m 32.328s E",mystery,True,small,2.0,2.0,68,2017-05-02,anmion 2015,"{'poisonoak': False, 'campfires': False, 'dogs': True, 'kids': True, 'onehour': True, 'available': True, 'winter': True, 'parking': True, 'bicycles': True, 'motorcycles': True, 'stealth': True, 'stroller': True, 'hike_short': True, 'firstaid': True}",0.5543500000000041,0.5128387096774145
GC6M34D,Brněnský Checkpoint Charlie,"49 11m 54.348s N, 16 37m 46.488s E",multicache,True,micro,1.5,2.0,32,2016-06-03,puczmeloun,"{'winter': False, 'stealth': True, 'bicycles': True, 'hike_short': True, 'onehour': True, 'kids': True, 'stroller': True, 'dogs': True}",0.4921500000000128,0.5792903225806455
GC1ABC5,Elementární / Elementary,"49 11m 36.852s N, 16 35m 34.08s E",mystery,True,micro,2.0,1.5,65,2008-03-19,kryserka,"{'dogs': True, 'kids': True, 'scenic': True, 'firstaid': True}",0.46785000000000854,0.4606451612903229
GC4XAT9,Cihlova verze 2,"49 12m 8.748s N, 16 35m 31.128s E",multicache,True,small,2.0,2.5,44,2014-01-21,r6ak,"{'night': False, 'hike_short': False, 'winter': True, 'stealth': True, 'thorn': True, 'cliff': True, 'dogs': True}",0.5121500000000021,0.45799999999999735
GC2G812,Zabka,"49 11m 14.928s N, 16 37m 11.748s E",letterbox,True,small,4.0,4.5,71,2010-12-31,les-coccinelles,"{'wheelchair': False, 'kids': False, 'uv': True, 'night': True, 'wading': True, 'flashlight': True, 'parking': True, 'stealth': True, 'danger': True, 'nightcache': True}",0.437400000000006,0.5481612903225792
GC85360,Tour de Beer III,"49 12m 36.612s N, 16 36m 8.172s E",event,True,other,1.0,1.5,0,2019-05-13,Lugia010719d1,"{'wheelchair': False, 'cow': True}",0.5508499999999945,0.4911935483870979
GC12A2G,Mendlak,"49 11m 27.312s N, 16 35m 41.028s E",mystery,True,other,3.0,1.5,92,2007-04-20,Smurf.CZ,"{'wheelchair': False, 'kids': True, 'onehour': True, 'available': True, 'winter': True, 'parking': True, 'public': True, 'phone': True, 'stealth': True, 'stroller': True, 'hike_short': True}",0.45459999999999473,0.46687096774192927
GC6NNYP,PETKA,"49 11m 37.788s N, 16 37m 43.788s E",mystery,True,other,2.5,2.0,77,2016-12-05,PALROS,"{'dogs': True, 'kids': True, 'available': True, 'winter': True, 'bicycles': True, 'firstaid': True}",0.46914999999999485,0.5768709677419357
GC35FT7,PIVOVARY BRNENSKA III - Minipivovar Magistr,"49 12m 34.632s N, 16 36m 0.36s E",multicache,True,micro,1.5,1.5,15,2011-11-03,safarici,"{'dogs': True, 'kids': True, 'parking': True, 'bicycles': True, 'stealth': True, 'hike_short': True}",0.5481000000000097,0.4841935483870993
GC7GT68,Liny kacer (challenge) / Lazy cacher,"49 11m 54.132s N, 16 35m 25.62s E",mystery,True,micro,4.5,1.0,15,2018-01-05,Geosebik,"{'dogs': True, 'available': True, 'winter': True, 'wheelchair': True, 'parking': True, 'public': True, 'water': True, 'bicycles': True, 'motorcycles': True, 'stealth': True, 'stroller': True, 'parkngrab': True, 'food': True, 'touristok': True}",0.49184999999998863,0.4530645161290331
GC1AW8R,Mendel,"49 11m 30.012s N, 16 35m 35.988s E",mystery,True,other,2.5,3.5,67,2008-04-03,kryserka,"{'bicycles': True, 'available': True, 'firstaid': True, 'scenic': True, 'onehour': True, 'kids': True, 'dogs': True}",0.4583500000000127,0.46235483870968175
GC7WHPX,Arboristika a fytopatologie,"49 12m 38.412s N, 16 37m 4.8s E",mystery,True,micro,2.5,1.0,49,2018-08-23,Lipovi,"{'dogs': True, 'kids': True, 'available': True, 'winter': True, 'wheelchair': True, 'public': True, 'stroller': True, 'food': True}",0.5533500000000064,0.5419354838709614
GC2F9QX,Zvonek zeleny,"49 11m 9.312s N, 16 36m 59.688s E",mystery,True,micro,3.0,4.0,106,2010-09-17,tomarctus,"{'wheelchair': False, 'bicycles': True, 'winter': True, 'hike_short': True, 'kids': True, 'stroller': True, 'dogs': True}",0.4296000000000169,0.5373548387096726
GC7ZC5W,Zvonice na Nových Sadech,"49 11m 9.348s N, 16 36m 12.528s E",multicache,True,micro,1.0,2.0,2,2018-10-22,nudavbrne,"{'night': False, 'motorcycles': False, 'winter': True, 'parking': True, 'bicycles': True, 'stealth': True, 'hike_short': True, 'touristok': True}",0.42964999999999726,0.4950967741935507
GC2G0YC,Zderadův sloup / The Column of Zderad,"49 11m 28.14s N, 16 37m 39.36s E",multicache,True,small,2.0,1.5,73,2010-10-01,puczmeloun,"{'available': False, 'bicycles': True, 'winter': True, 'touristok': True, 'public': True, 'onehour': True, 'stealth': True, 'stroller': True, 'parkngrab': True}",0.4557500000000045,0.572903225806453
GC25J2J,Boby,"49 12m 43.092s N, 16 36m 27.972s E",mystery,True,other,4.5,1.5,124,2010-03-31,JacG,"{'dogs': True, 'available': True, 'winter': True, 'parking': True, 'firstaid': True}",0.5598500000000092,0.5089354838709618
GC3Y9X7,PIVOVARY BRNENSKA X - Klasterni pivovar Stare Brno,"49 11m 27.168s N, 16 35m 34.872s E",mystery,True,micro,2.5,1.5,9,2013-03-09,safarici,"{'dogs': True, 'onehour': True, 'available': True, 'parking': True, 'public': True, 'stealth': True, 'stroller': True, 'hike_short': True, 'seasonal': True, 'firstaid': True}",0.45440000000000225,0.4613548387096738
GC4FGRW,Kuldovka,"49 11m 58.56s N, 16 37m 54.768s E",mystery,True,small,2.5,1.5,65,2013-07-04,MiDaBa,"{'dogs': True, 'kids': True, 'onehour': True, 'available': True, 'winter': True, 'wheelchair': True, 'parking': True, 'public': True, 'hike_short': True, 'touristok': True}",0.49799999999998684,0.5867096774193492
GC5NVVG,Brnenske krematorium,"49 12m 35.892s N, 16 35m 51.612s E",traditional,True,other,2.5,1.0,53,2015-04-15,_arielle_,"{'dogs': True, 'available': True, 'winter': True, 'wheelchair': True, 'bicycles': True, 'stealth': True}",0.5498499999999968,0.4763548387096788
GC2NKNA,Deskriptivni geometrie,"49 12m 24.048s N, 16 35m 33.18s E",mystery,True,micro,3.5,1.5,18,2011-02-15,safarici,"{'dogs': True, 'available': True, 'winter': True, 'parking': True, 'public': True, 'bicycles': True, 'motorcycles': True, 'stroller': True, 'parkngrab': True, 'food': True}",0.5333999999999974,0.45983870967741586
GC47ZWP,Informacni centrum a Ustredni knihovna (ICUK),"49 12m 43.812s N, 16 36m 59.832s E",traditional,True,micro,1.0,1.5,2,2013-03-20,JesterkaBety,"{'available': False, 'dogs': False, 'winter': True, 'public': True, 'firstaid': True, 'stroller': True}",0.560850000000007,0.5374838709677436
GCTJ92,Literarni cache I,"49 12m 30.708s N, 16 35m 41.46s E",mystery,True,regular,4.0,2.5,9,2006-02-22,Brouk & spol.,"{'campfires': False, 'bicycles': True, 'available': True, 'scenic': True, 'horses': True, 'dogs': True}",0.5426500000000205,0.4672580645161311
GC4JY5J,Kralove a kralovny ledu,"49 12m 45.54s N, 16 36m 18.612s E",traditional,True,small,1.5,1.5,4,2013-08-15,Mudlodcera a 1.Nakana,"{'available': True, 'parking': True, 'public': True, 'stealth': True}",0.5632499999999871,0.5005483870967764
GC1BR96,Oltec,"49 11m 27.348s N, 16 35m 28.212s E",mystery,True,micro,2.0,1.5,15,2008-04-30,kantor,"{'dogs': True, 'kids': True, 'onehour': True, 'night': True, 'winter': True, 'wheelchair': True, 'public': True, 'bicycles': True}",0.4546500000000106,0.45538709677419814
GC7Y2XK,Park Tisnovka,"49 12m 33.408s N, 16 37m 33.24s E",multicache,True,other,3.0,1.5,17,2018-10-21,S@fik & Ghanii & Vojtisek,"{'winter': False, 'restrooms': False, 'water': False, 'hike_long': False, 'dogs': False, 'hike_short': True, 'picnic': True, 'stroller': True, 'scenic': True, 'onehour': True, 'stealth': True, 'campfires': True}",0.546400000000003,0.5674193548387125
GC867XJ,Želví narozeniny II,"49 12m 33.228s N, 16 37m 33.132s E",event,True,other,1.0,1.0,0,2019-05-06,ok2apy,"{'dogs': False, 'kids': True, 'wheelchair': True, 'campfires': True, 'picnic': True}",0.5461499999999947,0.5673225806451563
GC37NW8,Brnenske hlavni vlakove nadrazi na pochodu,"49 11m 2.688s N, 16 36m 55.368s E",traditional,True,micro,1.5,1.5,29,2011-11-30,vepepek,"{'onehour': True, 'available': True, 'winter': True, 'public': True, 'bicycles': True, 'motorcycles': True, 'stealth': True, 'parkngrab': True, 'hike_short': True, 'fuel': True, 'firstaid': True}",0.4204000000000097,0.5334838709677348
GC38RHH,QR^2,"49 12m 47.988s N, 16 36m 29.988s E",mystery,True,regular,2.5,2.0,81,2011-12-04,Betax & Evicka,"{'winter': False, 'wheelchair': False, 'dogs': True, 'kids': True, 'onehour': True, 'available': True, 'ticks': True, 'parking': True, 'public': True, 'bicycles': True, 'thorn': True, 'hike_short': True, 'firstaid': True}",0.5666500000000007,0.5107419354838654
GC2P6MR,Opusteny stadion/Abandoned stadium,"49 12m 48.24s N, 16 36m 44.352s E",traditional,True,regular,2.5,2.5,170,2011-03-12,Cavalier Team,"{'dogs': True, 'available': True, 'winter': True, 'parking': True, 'public': True, 'bicycles': True, 'motorcycles': True, 'firstaid': True}",0.5670000000000052,0.5236129032258062
GC54RRV,PIVOVARY BRNENSKA XXV - Minipivovar Lucky Bastard,"49 12m 42.732s N, 16 36m 1.188s E",mystery,True,other,3.0,1.0,17,2014-05-26,safarici,"{'dogs': True, 'kids': True, 'onehour': True, 'available': True, 'winter': True, 'wheelchair': True, 'bicycles': True, 'stealth': True, 'stroller': True, 'hike_short': True, 'seasonal': True, 'firstaid': True}",0.5593499999999926,0.48493548387096513
GC62MWZ,Římské číslice,"49 11m 8.448s N, 16 35m 55.14s E",mystery,True,micro,4.0,2.0,15,2015-11-01,Shashlick,"{'bicycles': True, 'winter': True, 'available': True, 'public': True, 'parking': True, 'stroller': True, 'stealth': True, 'hike_med': True, 'kids': True, 'dogs': True}",0.4283999999999913,0.4795161290322544
GC2VXT2,Skunk,"49 11m 16.44s N, 16 37m 35.94s E",traditional,True,small,2.0,1.5,121,2011-05-09,tomarctus,"{'wheelchair': False, 'bicycles': True, 'available': True, 'thorn': True, 'onehour': True, 'kids': True, 'motorcycles': True, 'stroller': True, 'jeeps': True, 'quads': True}",0.4394999999999976,0.5698387096774222
GC7ZDTW,Kristkův dům,"49 12m 37.188s N, 16 37m 31.26s E",multicache,True,other,3.0,1.5,41,2018-11-17,ok2apy,"{'treeclimbing': False, 'night': False, 'hike_short': True, 'public': True, 'stealth': True}",0.5516499999999998,0.5656451612903238
GC66KFX,Vyhnani Gerty Schnirch #2 - Plameny z nebes,"49 12m 1.512s N, 16 38m 1.068s E",mystery,True,small,2.0,3.0,25,2015-11-09,Eurohujer,"{'dogs': True, 'scenic': True, 'available': True, 'winter': True, 'public': True, 'camping': True, 'bicycles': True, 'stealth': True, 's-tool': True, 'abandonedbuilding': True, 'hike_med': True}",0.5021000000000093,0.5923548387096758
